Abelmoschus esculentus	(L.) Moench
Habenaria amalfitana	Lehm. & Kränzlin
Habenaria distans	Griseb.
Habenaria eustachya	Rchb. f.
Habenaria monorrhiza	(Sw.) Rchb. f.
Habenaria odontopetala	Rchb. f.
Habenaria repens	Nutt.
Hackelochloa granularis	(L.) Kuntze
Haematoxylum campechianum	L.
Haenianthus salicifolius	Griseb.
Halodule wrightii	Asch.
Halophila baillonis	Asch.
Halophila decipiens	Ostenf.
Hamelia axillaris	Sw.
Hamelia patens	Jacq.
Hapalorchis lineatus	(Lindl.) Schltr.
Harrisella porrecta	(Rchb. f.) Fawc. & Rendle
Harrisia portoricensis	Britton
Hebeclinium macrophyllum	(L.) DC.
Hebestigma cubense	(Kunth) Urb.
Hecistopteris pumila	(Spreng.) J. Sm.
Hedychium coronarium	J.Koenig
Hedychium coronarium	J. Koenig
Hedychium flavescens	Carey ex Roscoe
Hedyosmum arborescens	Sw.
Helianthus annuus	L.
Heliconia bihai	(L.) L.
Heliconia caribaea	Lam.
Heliconia psittacorum	L. f.
Heliconia psittacorum	L.f.
Heliconia rostrata	Ruiz & Pav.
Heliconia stricta	Huber
Heliconia subulata	Ruiz & Pav.
Helicteres jamaicensis	Jacq.
Heliotropium amplexicaule	Vahl
Heliotropium angiospermum	Murray
Heliotropium arborescens	L.
Heliotropium curassavicum	L.
Heliotropium fruticosum	L.
Heliotropium guanicense	Urb.
Heliotropium indicum	L.
Heliotropium lagoense	(Warm.) Guerke
Heliotropium microphyllum	Sw. ex Wikstr.
Heliotropium procumbens	Mill.
Heliotropium ternatum	Vahl
Helleriella punctulata	(Rchb. f.) Garay & H.R. Sweet
Hemidictyum marginatum	(L.) C. Presl
Hemigraphis alternata	(Burm. f.) T. Anderson
Hemigraphis reptans	(G. Forst.) T. Anderson ex Hemsl.
Hemionitis palmata	L.
Henriettea fascicularis	(Sw.) G. Maza
Henriettea fascicularis	(Sw.) M. Gómez
Henriettea macfadyenii	(Triana) Alain
Henriettea membranifolia	(Cogn.) Alain
Henriettea squamulosa	(Cogn.) Judd
Henriettea squamulosum	(Cogn.) W.S. Judd
Herissantia crispa	(L.) Briz.
Hernandia sonora	L.
Hesperocyparis arizonica	(Greene) Bartel
Hesperocyparis macrocarpa	(Hartw.) Bartel
Heteranthera limosa	(Sw.) Willd.
Heteranthera reniformis	Ruiz & Pav.
Heteropogon contortus	(L.) P. Beauv. ex Roem. & Schult.
Heteropterys laurifolia	(L.) A. Juss.
Heteropterys laurifolia	(L.) A.Juss.
Heteropterys purpurea	(L.) Kunth
Heteropterys wydleriana	A. Juss.
Heterotis rotundifolia	(Sm.) Jacq.-Fél.
Hibiscus acetosella	Welw. ex Hiern.
Hibiscus bifurcatus	Cav.
Hibiscus cannabinus	L.
Hibiscus clypeatus	L.
Hibiscus elatus	Sw.
Hibiscus furcellatus	Lam.
Hibiscus pernambucensis	Arruda
Hibiscus phoeniceus	Jacq.
Hibiscus rosa-sinensis	L.
Hibiscus sabdariffa	L.
Hibiscus schizopetalus	(Dyer) Hook. f.
Hibiscus trilobus	Aubl.
Hillia parasitica	Jacq.
Hippeastrum puniceum	(Lam.) Kuntze
Hippobroma longiflora	(L.) G. Don
Hippocratea volubilis	L.
Hippomane mancinella	L.
Hirtella rugosa	Thuill. ex Pers.
Hirtella triandra	Sw.
Histiopteris incisa	(Thunb.) J. Sm.
Hohenbergia antillana	Mez
Hohenbergia attenuata	Britton
Hohenbergia portoricensis	Mez
Holcus lanatus	L.
Holmskioldia sanguinea	Retz.
Homalium racemosum	Jacq.
Homalocladium platycladum	(F. Muell.) L.H. Bailey
Homolepis glutinosa	(Sw.) F. Zuloaga & Soderstr.
Homolepis glutinosa	(Sw.) Zuloaga & Soderstr.
Hoya carnosa	(L. f.) R. Br.
Huperzia acerosa	(Sw.) Holub
Huperzia aqualupiana	(Spring) Rothm.
Huperzia dichotoma	(Jacq.) Trevis.
Huperzia funiformis	(Cham. ex Spring) Trevis.
Huperzia linifolia	(L.) Trevis.
Huperzia lucidula	(Michx.) Trevis.
Huperzia reflexa	(Lam.) Trevis.
Huperzia sintenisii	(Herter) Holub
Huperzia taxifolia	(Sw.) Trevis.
Huperzia tenuicaulis	(Underw. & Lloyd) B. Pllg.
Huperzia wilsonii	(Underw. & Lloyd) B. Pllg.
Hura crepitans	L.
Hybanthus linearifolius	(Vahl) Urb.
Hydrocleys nymphoides	(Humb. & Bonpl. ex Willd.) Buchenau
Hydrocotyle bonariensis	Comm. ex Lam.
Hydrocotyle hirsuta	Sw.
Hydrocotyle prolifera	Kellogg
Hydrocotyle pusilla	A. Rich.
Hydrocotyle umbellata	L.
Hyeronima clusioides	(Tul.) Griseb.
Hygrophila costata	Nees
Hylocereus trigonus	(Haw.) Saff.
Hylocereus undatus	(Haw.) Britton & Rose
Hymenachne amplexicaulis	(Rudge) Nees
Hymenaea courbaril	L.
Hymenocallis caribaea	(L.) Herb.
Hymenocallis expansa	(Herb.) Herb.
Hymenocallis latifolia	(Mill.) M. Roem.
Hymenocallis latifolia	(Mill.) M.Roem.
Hymenophyllum asplenioides	(Sw.) Sw.
Hymenophyllum axillare	Sw.
Hymenophyllum brevifrons	Kunze
Hymenophyllum decurrens	(Jacq.) Sw.
Hymenophyllum fragile	(Hedw.) Morton
Hymenophyllum fucoides	(Sw.) Sw.
Hymenophyllum hirsutum	(L.) Sw.
Hymenophyllum lanatum	Fée
Hymenophyllum lineare	(Sw.) Sw.
Hymenophyllum macrothecum	Fée
Hymenophyllum microcarpum	Desv.
Hymenophyllum paucicarpum	Jenman
Hymenophyllum polyanthos	Sw.
Hymenophyllum polyanthos	(Sw.) Sw.
Hymenophyllum sieberi	(C. Presl) Bosch
Hymenophyllum tegularis	(Desv.) Proctor & Lourteig
Hymenophyllum undulatum	(Sw.) Sw.
Hyparrhenia rufa	(Nees) Stapf
Hypelate trifoliata	Sw.
Hyperbaena domingensis	(DC.) Benth.
Hyperbaena laurifolia	(Poir.) Urb.
Hypericum diosmoides	Griseb.
Hypericum hypericoides	(L.) Crantz
Hypoderris brownii	J. Sm.
Hypoestes phyllostachya	Baker
Hypogynium virgatum	(Desv. ex Ham.) Dandy
Hypolepis nigrescens	Hook.
Hypolepis repens	(L.) C. Presl
Hypolepis tenerrima	Maxon
Hypolepis urbanii	Brause
Hypoxis decumbens	L.
Hypoxis wrightii	(Baker) Brackett
Hyptis americana	(Poit.) Briq.
Hyptis atrorubens	Poit.
Hyptis capitata	Jacq.
Hyptis escobilla	Urb.
Hyptis lantanifolia	Poit.
Hyptis pectinata	(L.) Poit.
Hyptis spicigera	Lam.
Hyptis suaveolens	(L.) Poit.
Hyptis verticillata	Jacq.
Ichnanthus nemorosus	(Sw.) Döll
Ichnanthus pallens	(Sw.) Munro ex Benth.
Ichnanthus tenuis	(J. Presl) Hitchc. & Chase
Ilex cassine	L.
Ilex cookii	Britton & P. Wilson
Ilex guianensis	(Aubl.) Kuntze
Ilex hypaneura	Loes.
Ilex krugiana	Loes.
Ilex macfadyenii	(Walp.) Rehder
Ilex nitida	(Vahl) Maxim.
Ilex obcordata	Sw.
Ilex sideroxyloides	(Sw.) Griseb.
Ilex urbaniana	Loes.
Impatiens balsamina	L.
Impatiens walleriana	Hook. f.
Impatiens walleriana	Hook.f.
Imperata brasiliensis	Trin.
Imperata contracta	(Kunth) Hitchc.
Indigofera guatemalensis	Moc. & Sessé ex Prain & Backer
Indigofera hirsuta	L.
Indigofera suffruticosa	Mill.
Indigofera tinctoria	L.
Inga ingoides	(Rich.) Willd.
Inga laurina	(Sw.) Willd.
Inga laurina	(Sw.)Willd.
Inga nobilis	Willd.
Inga vera	Willd.
Ionopsis satyrioides	(Sw.) Rchb. f.
Ionopsis utricularioides	(Sw.) Lindl.
Ipomoea alba	L.
Ipomoea aquatica	Forssk.
Ipomoea batatas	(L.) Lam.
Ipomoea calantha	Griseb.
Ipomoea carnea	Jacq.
Ipomoea hederifolia	L.
Ipomoea horsfalliae	Hook.
Ipomoea imperati	(Vahl) Griseb.
Ipomoea indica	(Burm. f.) Merr.
Ipomoea krugii	Urb.
Ipomoea meyeri	(Spreng.) G. Don
Ipomoea microdactyla	Griseb.
Ipomoea nil	(L.) Roth
Ipomoea ochracea	(Lindl.) G. Don
Ipomoea pes-caprae	(L.) R. Br.
Ipomoea purpurea	(L.) Roth
Ipomoea quamoclit	L.
Ipomoea repanda	Jacq.
Ipomoea setifera	Poir.
Ipomoea steudelii	Millsp.
Ipomoea tenuissima	Choisy
Ipomoea tiliacea	(Willd.) Choisy
Ipomoea tricolor	Cav.
Ipomoea triloba	L.
Ipomoea violacea	L.
Ipomoea wrightii	A. Gray
Iresine angustifolia	Euph.
Iresine argentata	(Mart.) D. Dietr.
Iresine diffusa	Humb. & Bonpl. ex Willd.
Iresine flavescens	Humb. & Bonpl. ex Willd.
Iresine herbstii	Hook.
Iresine lindenii	Van Houtte
Isachne angustifolia	Nash
Isochilus linearis	(Jacq.) R. Br.
Ixora acuminata	Roxb.
Ixora coccinea	L.
Ixora ferrea	(Jacq.) Benth.
Ixora thwaitesii	Hook. f.
Jacaranda mimosifolia	D. Don
Jacquemontia cayensis	Britton
Jacquemontia cumanensis	(Kunth) Kuntze
Jacquemontia havanensis	(Jacq.) Urb.
Jacquemontia ovalifolia	(Vahl ex West) Hallier f.
Jacquemontia pentanthos	(Jacq.) G. Don
Jacquemontia solanifolia	(L.) Hallier
Jacquemontia tamnifolia	(L.) Griseb.
Jacquemontia verticillata	(L.) Urb.
Jacquinia armillaris	Jacq.
Jacquinia berteroi	Spreng.
Jacquinia pauciflora	B. Stähl & F. Axelrod
Jacquinia umbellata	A. DC.
Jacquiniella globosa	(Jacq.) Schltr.
Jacquiniella teretifolia	(Sw.) Britton & P. Wilson
Jaltomata antillana	(Krug & Urb.) D'Arcy
Jasminum fluminense	Vell.
Jasminum multiflorum	(Burm. f.) Andrews
Jasminum officinale	L.
Jasminum sambac	(L.) Aiton
Jatropha curcas	L.
Jatropha gossypiifolia	L.
Jatropha hernandiifolia	Vent.
Jatropha integerrima	Jacq.
Jatropha multifida	L.
Jatropha podagrica	Hook.
Juglans jamaicensis	C. DC.
Juncus dichotomus	Elliott
Juncus effusus	L.
Juncus tenuis	Willd.
Justicia borinquensis	Britton
Justicia comata	(L.) Lam.
Justicia culebritae	Urb.
Justicia martinsoniana	Howard
Justicia mirabiloides	Lam.
Justicia pectoralis	Jacq.
Justicia sphaerosperma	Vahl.
Kaempferia rotunda	L.
Kalanchoe blossfeldiana	Poelln.
Kalanchoe daigremontiana	Raym.-Hamet & H. Perrier
Kalanchoe delagoensis	Eckl. & Zeyh.
Kalanchoe fedtschenkoi	Raym.-Hamet & H. Perrier
Kalanchoe integra	(Medik.) Kuntze
Kalanchoe pinnata	(Lam.) Pers.
Kallstroemia maxima	(L.) Hook. & Arn.
Kallstroemia pubescens	(G. Don) Dandy
Khaya anthotheca	(Welw.) C. DC.
Khaya senegalensis	(Desr.) A. Juss.
Kigelia africana	(Lam.) Benth.
Kleinhovia hospita	L.
Koanophyllon dolicholepis	(Urb.) R.M. King & H. Rob.
Koanophyllon droserolepis	(B.L. Rob.) R.M. King & H. Rob.
Koanophyllon polyodon	(Urb.) R.M. King & H. Rob.
Koellensteinia graminea	(Lindl.) Rchb. f.
Krameria ixine	L.
Krugiodendron ferreum	(Vahl) Urb.
Kyllinga brevifolia	Rottb.
Kyllinga nemoralis	(J.R. Forst. & G. Forst.) Dandy ex Hutch. & Dalziel
Kyllinga odorata	Vahl
Kyllinga pumila	Michx.
Kyllinga tibialis	Ledeb.
Kyllinga vaginata	Lam.
Lablab purpureus	(L.) Sweet
Lactuca floridana	(L.) Gaertn.
Lactuca sativa	L.
Laetia procera	(Poepp.) Eichl.
Laetia procera	(Poepp.) Eichler
Lagascea mollis	Cav.
Lagenaria siceraria	(Molina) Standl.
Lagenocarpus guianensis	Lindl. & Nees
Lagerstroemia indica	L.
Lagerstroemia speciosa	(L.) Pers.
Laguncularia racemosa	(L.) C.F. Gaertn.
Landoltia punctata	(G. Mey.) D.H. Les & D.J. Crawford
Lantana camara	L.
Lantana exarata	Urb. & Ekman
Lantana involucrata	L.
Lantana montevidensis	(Spreng.) Briq.
Lantana reticulata	Pers.
Lantana scabrida	Aiton
Lantana strigosa	(Griseb.) Urb.
Lantana trifolia	L.
Lantana urticifolia	Mill.
Laplacea portoricensis	Dyer
Laplacea portoricensis	(Krug & Urb.) Dyer
Laportea aestuans	(L.) Chew
Lasiacis divaricata	(L.) Hitchc.
Lasiacis grisebachii	(Nash) Hitchc.
Lasiacis ligulata	Hitchc. & Chase
Lasiacis sloanei	(Griseb.) Hitchc.
Lasiacis sorghoidea	(Desv. ex Ham.) Hitchc. & Chase
Lasianthus lanceolatus	(Griseb.) G. Maza
Lasianthus lanceolatus	(Griseb.) Urb.
Lastreopsis effusa	(Sw.) Tindale
Launaea intybacea	(Jacq.) P. Beauv.
Lawsonia inermis	L.
Leandra krugiana	(Cogn.) W.S. Judd & Skean
Leandra krugii	(Cogn.) W.S. Judd & Skean
Leersia hexandra	Sw.
Leersia monandra	Sw.
Lellingeria hartii	(Jenman) A.R. Sm. & R.C. Moran
Lellingeria myosuroides	(Sw.) A.R. Sm. & R.C. Moran
Lellingeria suspensa	(L.) A.R. Sm. & R.C. Moran
Lemna aequinoctialis	Welw.
Lemna minuta	Kunth
Lemna perpusilla	Torr.
Lemna valdiviana	Phil.
Leochilus puertoricensis	M.W.Chase
Leochilus puertoricensis	M.W. Chase
Leonotis nepetifolia	(L.) R. Br.
Leonurus sibiricus	L.
Lepanthes caritensis	Tremblay & Ackerman
Lepanthes dodiana	Stimson
Lepanthes eltoroensis	Stimson
Lepanthes rubripetala	Stimson
Lepanthes rupestris	Stimson
Lepanthes sanguinea	Hook.
Lepanthes selenitepala	Rchb. f.
Lepanthes selenitepala	Rchb.f.
Lepanthes veleziana	Stimson
Lepanthes woodburyana	Stimson
Lepanthopsis melanantha	(Rchb. f.) Ames
Lepianthes peltata	(L.) Raf.
Lepidagathis alopecuroidea	(Vahl) R.Br. ex Griseb.
Lepidium pinnatisectum	(O.E. Schulz) C.L. Hitchc.
Lepidium virginicum	L.
Leptocereus grantianus	Britton
Leptocereus quadricostatus	(Bello) Britton & Rose
Leptochloa fusca	(L.) Kunth
Leptochloa nealleyi	Vasey
Leptochloa panicea	(Retz.) Ohwi
Leptochloa panicoides	(J. Presl) Hitchc.
Leptochloa scabra	Nees
Leptochloa virgata	(L.) P. Beauv.
Leptochloopsis virgata	(Poir.) Yates
Leptocoryphium lanatum	(Kunth) Nees
Leucaena leucocephala	(Lam.) de Wit
Leucanthemum maximum	(Ramond) DC.
Leucothrinax morrisii	(H. Wendl.) C.Lewis & Zona
Licania rigida	Benth.
Licaria brittoniana	Allen & Gregory
Licaria parvifolia	(Lam.) Kosterm.
Licaria triandra	(Sw.) Kosterm.
Ligustrum japonicum	Thunb.
Ligustrum ovalifolium	Hassk.
Ligustrum sinense	Lour.
Limnobium laevigatum	(Humb. & Bonpl. ex Willd.) Heine
Lindernia crustacea	(L.) F. Muell.
Lindernia crustacea	(L.) F.Muell.
Lindernia diffusa	(L.) Wettst.
Lindernia dubia	(L.) Pennell
Lindsaea lancea	(L.) Bedd.
Lindsaea portoricensis	Desv.
Lindsaea quadrangularis	Raddi
Lindsaea stricta	(Sw.) Dryand. ex Sm.
Liparis elata	Lindl.
Liparis nervosa	(Thunb.) Lindl.
Liparis saundersiana	Rchb. f.
Liparis vexillifera	(Llave & Lex.) Cogn.
Lipocarpha micrantha	(Vahl) G. Tucker
Lippia alba	(Mill.) N.E. Br. ex Britton & P. Wilson
Lippia micromera	Schauer
Lisianthius laxiflorus	Urb.
Lithachne pauciflora	(Sw.) P. Beauv.
Lithophila muscoides	Sw.
Lobelia cliffortiana	L.
Lobelia portoricensis	(Vatke) Urb.
Lobelia robusta	Graham
Lobelia rotundifolia	Juss. ex A. DC.
Lobelia vivaldii	Lammers & Proctor
Lolium perenne	L.
Lomagramma guianensis	(Aubl.) Ching
Lomariopsis amydrophlebia	(Sloss. ex Maxon) Holttum
Lomariopsis amydrophlebia	(Slosson ex Maxon) Holttum
Lomariopsis kunzeana	(C. Presl ex Underw.) Holttum
Lomariopsis kunzeana	(Underw.) Holttum
Lomariopsis sorbifolia	(L.) Fée
Lonchitis hirsuta	L.
Lonchocarpus domingensis	(Turp. ex Pers.) DC.
Lonchocarpus glaucifolius	Urb.
Lonchocarpus heptaphyllus	(Poir.) DC.
Lonchocarpus heptaphyllus	(Poir.)DC.
Lonicera japonica	Thunb.
Lophosoria quadripinnata	(J.F. Gmel.) C. Chr.
Lophospermum erubescens	D. Don
Lucya tetrandra	(L.) K. Schum.
Ludwigia decurrens	Walter
Ludwigia erecta	(L.) H. Hara
Ludwigia leptocarpa	(Nutt.) H. Hara
Ludwigia octovalvis	(Jacq.) P.H.Raven
Ludwigia octovalvis	(Jacq.) P.H. Raven
Ludwigia palustris	(L.) Elliott
Ludwigia peploides	(Kunth) P.H. Raven
Ludwigia peruviana	(L.) H. Hara
Luehea speciosa	Willd.
Luffa acutangula	(L.) Roxb.
Luffa aegyptiaca	Mill.
Lunania ekmanii	Urb.
Lycaste barringtoniae	(Sm.) Lindl.
Lycianthes virgata	(Lam.) Bitter
Lycium tweedianum	Griseb.
Lycopodiella caroliniana	(L.) Pic. Serm.
Lycopodiella cernua	(L.) Pic. Serm.
Lycopodium clavatum	L.
Lygodium japonicum	(Thunb.) Sw.
Lyonia rubiginosa	(Pers.) G. Don
Lyonia truncata	Urb.
Macadamia integrifolia	Maiden & Betche
Macfadyena unguis-cati	(L.) A.H. Gentry
Machaerina restioides	(Sw.) Vahl
Machaerium lunatum	(L. f.) Ducke
Machaonia portoricensis	Baill.
Maclura tinctoria	(L.) D. Don ex Steud.
Macroptilium atropurpureum	(Moc. & Sessé ex DC.) Urb.
Macroptilium lathyroides	(L.) Urb.
Macrothelypteris torresiana	(Gaudich.) Ching
Maesopsis eminii	Engl.
Magnolia grandiflora	L.
Magnolia portoricensis	Bello
Magnolia splendens	Urb.
Malachra alceifolia	Jacq.
Malachra capitata	(L.) L.
Malachra fasciata	Jacq.
Malachra radiata	L.
Malaxis major	(Rchb. f.) Léon ex A.D. Hawkes
Malaxis massonii	(Ridley) Kuntze
Malaxis massonii	(Ridl.) Kuntze
Malaxis spicata	Sw.
Malpighia coccigera	L.
Malpighia emarginata	Sessé & Moc. ex DC.
Malpighia fucata	Ker Gawl.
Malpighia infestissima	Rich. ex Nied.
Malpighia linearis	Jacq.
Malpighia setosa	Spreng.
Malpighia woodburyana	Vivaldi
Malvastrum americanum	(L.) Torr.
Malvastrum corchorifolium	(Desv.) Britton ex Small
Malvastrum coromandelianum	(L.) Garcke
Malvaviscus arboreus	Dill. ex Cav.
Malvaviscus penduliflorus	DC.
Malvaviscus penduliflorus	Moc. & Sessé ex DC.
Mammea americana	L.
Mammillaria nivosa	Link ex N.E. Pfeiffer
Mangifera indica	L.
Manihot esculenta	Crantz
Manilkara bidentata	(A. DC.) A. Chev
Manilkara bidentata	(A.DC.) A.Chev.
Manilkara pleeana	(Pierre ex Baill.) Cronquist
Manilkara valenzuela	(A. Rich.) T.D. Penn.
Manilkara zapota	(L.) P. Royen
Mansoa alliacea	(Lam.) A.H. Gentry
Mappia racemosa	Jacq.
Maranta arundinacea	L.
Marcgravia rectiflora	Triana & Planch.
Marcgravia sintenisii	Urb.
Margaritaria nobilis	L. f.
Margaritaria nobilis	L.f.
Marlierea sintenisii	Kiaersk.
Marsdenia elliptica	Decne.
Marsdenia woodburyana	Acev.-Rodr.
Marsilea ancylopoda	A. Braun
Marsilea polycarpa	Hook. & Grev.
Marsypianthes chamaedrys	(Vahl) Kuntze
Martynia annua	L.
Matayba domingensis	(DC.) Radlk.
Matelea borinquensis	Alain
Matelea maritima	(Jacq.) Woodson
Matelea sintenisii	(Schltr.) Woodson
Matelea variifolia	(Schltr.) Woodson
Maxillaria acutifolia	Lindl.
Maxillaria coccinea	(Jacq.) L.O. Williams ex Hodge
Maxillaria parviflora	(Poepp. & Endl.) Garay
Maytenus cymosa	Krug & Urb.
Maytenus elongata	Britton
Maytenus elongata	(Urb.) Britton
Maytenus laevigata	(Vahl) Griseb. ex Eggers
Maytenus ponceana	Britton
Mecardonia procumbens	(Mill.) Small
Mecranium latifolium	(Cogn.) Skean
Medicago sativa	L.
Megalastrum martinicense	R.C.Moran, J.Prado & Labiak
Megalastrum subincisa	(Willd.) A.R. Sm. & R.C. Moran
Megathyrsus maximus	(Jacq.) B.K.Simon & Jacobs
Melaleuca quinquenervia	(Cav.) S.F. Blake
Melampodium divaricatum	(Rich.) DC.
Melanthera aspera	(Jacq.) Steud. ex Small
Melanthera nivea	(L.) Small
Melia azedarach	L.
Melicoccus bijugatus	Jacq.
Melilotus officinalis	(L.) Lam.
Melinis minutiflora	P. Beauv.
Melinis minutiflora	P.Beauv.
Melinis repens	(Willd.) Zizka
Meliosma herbertii	Rolfe
Meliosma obtusifolia	(Bello) Krug & Urb.
Melocactus intortus	(Mill.) Urb.
Melochia nodiflora	Sw.
Melochia pyramidata	L.
Melochia spicata	(L.) Fryxell
Melochia tomentosa	L.
Melothria pendula	L.
Melpomense anfractuosa	(Kunze ex Klotzsch) A.R. Sm. & R.C. Moran
Melpomense flabelliformis	(Poir.) A.R. Sm. & C.R. Moran
Mentha aquatica	L.
Mentha ×piperita	L. (pro sp.)
Mentha ×villosa	Huds. (pro sp.)
Mentzelia aspera	L.
Merremia aegyptia	(L.) Urb.
Merremia cissoides	(Lam.) Hallier f.
Merremia dissecta	(Jacq.) Hallier f.
Merremia quinquefolia	(L.) Hallier f.
Merremia tuberosa	(L.) Rendle
Merremia umbellata	(L.) Hallier f.
Mesadenus lucayanus	(Britton) Schltr.
Metopium toxiferum	(L.) Krug & Urb.
Mickelia nicotianifolia	(Sw.) R.C. Moran, Labiak & Sundue
Miconia affinis	DC.
Miconia foveolata	Cogn.
Miconia impetiolaris	(Sw.) D. Don ex DC.
Miconia laevigata	(L.) D. Don
Miconia lanata	(DC.) Triana, nom. inq.
Miconia mirabilis	(Aubl.) L.O. Williams
Miconia pachyphylla	Cogn.
Miconia prasina	(Sw.) DC.
Miconia punctata	(Desr.) D. Don ex DC.
Miconia pycnoneura	Urb.
Miconia racemosa	(Aubl.) DC.
Miconia rubiginosa	(Bonpl.) DC.
Miconia serrulata	(DC.) Naud.
Miconia serrulata	(DC.) Naudin
Miconia sintenisii	Cogn.
Miconia splendens	(Sw.) Griseb.
Miconia subcorymbosa	Britton
Miconia tetrandra	(Sw.) D. Don
Miconia tetrandra	(Sw.) D. Don ex G. Don
Miconia tetrastoma	Naud.
Miconia theaezans	(Bonpl.) Cogn.
Miconia thomasiana	DC.
Micranthemum umbrosum	(J.F. Gmel.) S.F. Blake
Microchilus familiaris	Ormerod
Microchilus hirtellus	(Sw.) D.Dietr.
Microchilus plantagineus	(L.) D.Dietr.
Microgramma heterophylla	(L.) Wherry
Microgramma lycopodioides	(L.) Copel.
Microgramma lycopodioides	(L.) Copeland
Microgramma piloselloides	(L.) Copel.
Microgramma piloselloides	(L.) Copeland
Micropholis garciniifolia	Pierre
Micropholis guyanensis	(A. DC.) Pierre
Micropholis guyanensis	(A.DC.) Pierre
Microstachys corniculata	(Vahl) Griseb.
Microstegium vimineum	(Trin.) A. Camus
Microtea debilis	Sw.
Microtea portoricensis	Urb.
Mikania congesta	DC.
Mikania cordifolia	(L. f.) Willd.
Mikania cordifolia	(L.f.) Willd.
Mikania fragilis	Urb.
Mikania micrantha	Kunth
Mikania odoratissima	Urb.
Mikania pachyphylla	Urb.
Mikania porosa	Urb.
Mikania stevensiana	Britton
Millettia pinnata	(L.) Panigrahi
Mimosa arenosa	(Willd.) Poir.
Mimosa casta	L.
Mimosa ceratonia	L.
Mimosa diplotricha	C. Wright
Mimosa pellita	Kunth ex Willd.
Mimosa pudica	L.
Mimosa quadrivalvis	L.
Mirabilis jalapa	L.
Mitracarpus hirtus	(L.) DC.
Mitracarpus maxwelliae	Britton & P. Wilson
Mitracarpus polycladus	Urb.
Mitracarpus portoricensis	(Urb.) Urb.
Mitreola petiolata	(J.F. Gmel.) Torr. & A. Gray
Molineria capitulata	(Lour.) Herb.
Mollugo nudicaulis	Lam.
Mollugo verticillata	L.
Momordica balsamina	L.
Momordica charantia	L.
Monstera adansonii	Schott
Monstera deliciosa	Liebm.
Moranopteris taenifolia	(Jenman) R.Y. Hirai & J. Prado
Morella cerifera	(L.) Small
Morella holdridgeana	(Lundell) Kartesz
Morinda citrifolia	L.
Moringa oleifera	Lam.
Morisonia americana	L.
Mormolyca pudica	(Carnevali & J.L.Tapia) M.A.Blanco
Morus nigra	L.
Mouriri domingensis	(Tussac) Spach
Mouriri helleri	Britton
Mucuna pruriens	(L.) DC.
Mucuna sloanei	Fawc. & Rendle
Mucuna urens	(L.) Medik.
Muhlenbergia capillaris	(Lam.) Trin.
Muntingia calabura	L.
Murdannia nudiflora	(L.) Brenan
Murraya exotica	L.
Musa ×paradisiaca	L. (pro sp.)
Musa velutina	H. Wendl. & Drude
Musa x paradisiaca	L.
Myrcia amazonica	DC.
Myrcia citrifolia	(Aubl.) Urb.
Myrcia deflexa	(Poir.) DC.
Myrcia fallax	(Rich.) DC.
Myrcia leptoclada	DC.
Myrcia margarettiae	(Alain) Alain
Myrcia maricaensis	Alain
Myrcianthes fragrans	(Sw.) McVaugh
Myrcia paganii	Krug & Urb.
Myrciaria borinquena	Alain
Myrciaria floribunda	(West ex Willd.) Berg
Myrciaria myrtifolia	Alain
Myrcia splendens	(Sw.) DC.
Myristica fragrans	Houtt.
Myrosma cannifolia	L. f.
Myrospermum frutescens	Jacq.
Myrsine coriacea	(Sw.) R. Br. ex Roem. & Schult.
Myrsine coriacea	(Sw.) R.Br. ex Roem. & Schult.
Myrsine cubana	A. DC.
Najas guadalupensis	(Spreng.) Magnus
Najas marina	L.
Nama jamaicense	L.
Nashia inaguensis	Millsp.
Nasturtium officinale	W.T. Aiton
Nectandra coriacea	(Sw.) Griseb.
Nectandra hihua	(Ruiz & Pav.) Rohwer
Nectandra krugii	Mez
Nectandra membranacea	(Sw.) Griseb.
Nectandra patens	(Sw.) Griseb.
Nectandra turbacensis	(Kunth) Nees
Neea buxifolia	(Hook. f.) Heimerl
Nekemias arborea	(L.) J. Wen & Boggan
Nelsonia canescens	(Lam.) Spreng.
Neolamarckia cadamba	(Roxb.) F. Bosser
Neolaugeria resinosa	(Vahl) Nicolson
Neomarica northiana	(Schneev.) Sprague
Neorudolphia volubilis	(Willd.)Britton
Neorudolphia volubilis	(Willd.) Britton
Nephrolepis biserrata	(Sw.) Schott
Nephrolepis brownii	(Desv.) Hovenkamp & Miyam.
Nephrolepis cordifolia	(L.) C. Presl
Nephrolepis exaltata	(L.) Schott
Nephrolepis falcata	(Cav.) C. Chr.
Nephrolepis laurifolia	(Christ) Proctor
Nephrolepis multiflora	(Roxb.) Jarrett ex Morton
Nephrolepis rivularis	(Vahl) Mett. ex Krug
Nephrolepis undulata	(Afzelius ex Sw.) J. Sm.
Nepsera aquatica	(Aubl.) Naud.
Nepsera aquatica	(Aubl.) Naudin
Neptunia plena	(L.) Benth.
Neptunia prostrata	(Lam.) Baill.
Nerium oleander	L.
Neurodium lanceolatum	(L.) Fée
Neurolaena lobata	(L.) Cass.
Neurolaena lobata	(L.) R.Br. ex Cass.
Nicotiana tabacum	L.
Nidema ottonis	(Rchb. f.) Britton & Millsp.
Niphidium crassifolium	(L.) Lellinger
Notholaena trichomanoides	(L.) Desv.
Notopleura guadalupensis	(DC.) C.M.Taylor
Notopleura uliginosa	(Sw.) Bremek.
